date_key,month,day,year,full_date
20200309,3,9,2020,2020-03-09
20210118,1,18,2021,2021-01-18
20220427,4,27,2022,2022-04-27
20211206,12,6,2021,2021-12-06
20200128,1,28,2020,2020-01-28
20180501,5,1,2018,2018-05-01
20210616,6,16,2021,2021-06-16
20220207,2,7,2022,2022-02-07
20211024,10,24,2021,2021-10-24
20190627,6,27,2019,2019-06-27
20181030,10,30,2018,2018-10-30
20200405,4,5,2020,2020-04-05
20190909,9,9,2019,2019-09-09
20190327,3,27,2019,2019-03-27
20181009,10,9,2018,2018-10-09
20200404,4,4,2020,2020-04-04
20200527,5,27,2020,2020-05-27
20201010,10,10,2020,2020-10-10
20180527,5,27,2018,2018-05-27
20220114,1,14,2022,2022-01-14
20190617,6,17,2019,2019-06-17
20210416,4,16,2021,2021-04-16
20190508,5,8,2019,2019-05-08
20200609,6,9,2020,2020-06-09
20220125,1,25,2022,2022-01-25
20190613,6,13,2019,2019-06-13
20211020,10,20,2021,2021-10-20
20180803,8,3,2018,2018-08-03
20210502,5,2,2021,2021-05-02
20180926,9,26,2018,2018-09-26
20200901,9,1,2020,2020-09-01
20201108,11,8,2020,2020-11-08
20180201,2,1,2018,2018-02-01
20220104,1,4,2022,2022-01-04
20210314,3,14,2021,2021-03-14
20210707,7,7,2021,2021-07-07
20210321,3,21,2021,2021-03-21
20200809,8,9,2020,2020-08-09
20180327,3,27,2018,2018-03-27
20180306,3,6,2018,2018-03-06
20191201,12,1,2019,2019-12-01
20200513,5,13,2020,2020-05-13
20211025,10,25,2021,2021-10-25
20220131,1,31,2022,2022-01-31
20210426,4,26,2021,2021-04-26
20220223,2,23,2022,2022-02-23
20220228,2,28,2022,2022-02-28
20220704,7,4,2022,2022-07-04
20191001,10,1,2019,2019-10-01
20210708,7,8,2021,2021-07-08
20210323,3,23,2021,2021-03-23
20200524,5,24,2020,2020-05-24
20211026,10,26,2021,2021-10-26
20220119,1,19,2022,2022-01-19
20180820,8,20,2018,2018-08-20
20190530,5,30,2019,2019-05-30
20180112,1,12,2018,2018-01-12
20200606,6,6,2020,2020-06-06
20190330,3,30,2019,2019-03-30
20190704,7,4,2019,2019-07-04
20210310,3,10,2021,2021-03-10
20210601,6,1,2021,2021-06-01
20211215,12,15,2021,2021-12-15
20191211,12,11,2019,2019-12-11
20220524,5,24,2022,2022-05-24
20220108,1,8,2022,2022-01-08
20201216,12,16,2020,2020-12-16
20220415,4,15,2022,2022-04-15
20220522,5,22,2022,2022-05-22
20200318,3,18,2020,2020-03-18
20220604,6,4,2022,2022-06-04
20201029,10,29,2020,2020-10-29
20210525,5,25,2021,2021-05-25
20210508,5,8,2021,2021-05-08
20180614,6,14,2018,2018-06-14
20180415,4,15,2018,2018-04-15
20210509,5,9,2021,2021-05-09
20180831,8,31,2018,2018-08-31
20200503,5,3,2020,2020-05-03
20181109,11,9,2018,2018-11-09
20180918,9,18,2018,2018-09-18
20181110,11,10,2018,2018-11-10
20180401,4,1,2018,2018-04-01
20180730,7,30,2018,2018-07-30
20210222,2,22,2021,2021-02-22
20210918,9,18,2021,2021-09-18
20220509,5,9,2022,2022-05-09
20211103,11,3,2021,2021-11-03
20190125,1,25,2019,2019-01-25
20210103,1,3,2021,2021-01-03
20190607,6,7,2019,2019-06-07
20190407,4,7,2019,2019-04-07
20180504,5,4,2018,2018-05-04
